ID,Timestamp,Hostname,IP_Address,Logged_USER,CPU_Model,CPU_Temperature,CPU_Core,CPU_Thread,CPU_ClockSpeed,CPU_Utilization_pct,RAM_Total_GB,RAM_Usage_pct,RAM_Used_GB,Disk_Name,Disk_Size_GB,Disk_Total_GB,Disk_Used_GB,Disk_Free_GB,Disk_Usage_pct,Monitor_Vendor,Monitor_Model,Mouse_Vendor,Mouse_Model,Keyboard_Vendor,Keyboard_Model
3379,2025-11-06 04:30:00,host2,192.168.103.253,alice,Intel i7-10700,47.3,4,12,3.96,61.4,64,82,52.5,nvme0n1,1024,1024,677.9,346.1,66.2,LG,27UK850,Razer,IntelliMouse,Logitech,Ergonomic
3380,2025-11-06 04:45:00,host2,192.168.235.30,judy,AMD Ryzen 5 3600,53.9,4,12,2.01,52.1,32,3.1,1,sda,1024,1024,47.6,976.4,4.6,Dell,U2419H,Logitech,IntelliMouse,Logitech,K70
3381,2025-11-06 05:00:00,host2,192.168.71.153,bob,AMD Ryzen 7 3700X,68.5,8,12,3.79,23.4,8,48.8,3.9,sdb,256,256,219.2,36.8,85.6,LG,S24R650,Razer,MX Master 3,Microsoft,K380
3382,2025-11-06 05:15:00,host2,192.168.101.165,eve,Intel i7-10700,69.5,8,16,3.46,49,8,67.5,5.4,sdb,512,512,459.3,52.7,89.7,Samsung,27UK850,Logitech,IntelliMouse,Corsair,Ergonomic
3383,2025-11-06 05:30:00,host2,192.168.81.162,judy,AMD Ryzen 7 3700X,84.4,6,12,2.95,46.7,32,39.1,12.5,sdb,1024,1024,1023,1,99.9,LG,U2419H,Microsoft,MX Master 3,Microsoft,K380
3384,2025-11-06 05:45:00,host2,192.168.57.156,grace,AMD Ryzen 7 3700X,36.7,4,12,3.86,14,16,32.5,5.2,sda,512,512,232.4,279.6,45.4,LG,S24R650,Microsoft,MX Master 3,Corsair,K70
3385,2025-11-06 06:00:00,host2,192.168.68.146,frank,AMD Ryzen 7 3700X,59.6,6,12,2.29,30.7,8,90,7.2,sdb,2048,2048,1217.3,830.7,59.4,LG,U2419H,Logitech,DeathAdder,Logitech,K70
3386,2025-11-06 06:15:00,host2,192.168.244.25,grace,AMD Ryzen 7 3700X,64.4,8,8,2.19,55.9,64,51.6,33,nvme0n1,1024,1024,271.3,752.7,26.5,LG,27UK850,Logitech,IntelliMouse,Corsair,K70
3387,2025-11-06 06:30:00,host2,192.168.246.63,alice,AMD Ryzen 5 3600,65.6,8,16,2.67,31,64,50.2,32.1,sda,2048,2048,943.8,1104.2,46.1,Dell,27UK850,Microsoft,MX Master 3,Microsoft,K70
3388,2025-11-06 06:45:00,host2,192.168.98.84,bob,Intel i5-10400,36,8,16,3.29,36.7,64,55.5,35.5,nvme0n1,1024,1024,848.2,175.8,82.8,LG,S24R650,Logitech,IntelliMouse,Logitech,K380
3389,2025-11-06 07:00:00,host2,192.168.214.162,frank,Intel i7-10700,48.8,8,8,3.41,31.1,64,75.5,48.3,nvme0n1,512,512,213.2,298.8,41.6,Samsung,27UK850,Microsoft,MX Master 3,Corsair,K380
3390,2025-11-06 07:15:00,host2,192.168.113.39,alice,Intel i5-10400,44.9,8,12,3.5,25.3,16,83.1,13.3,nvme0n1,256,256,227.5,28.5,88.9,Dell,27UK850,Microsoft,DeathAdder,Logitech,Ergonomic
3391,2025-11-06 07:30:00,host2,192.168.11.80,heidi,Intel i5-10400,77.5,6,8,2.65,50.8,8,82.5,6.6,nvme0n1,1024,1024,533.2,490.8,52.1,Samsung,S24R650,Logitech,IntelliMouse,Corsair,K70
3392,2025-11-06 07:45:00,host2,192.168.85.241,eve,AMD Ryzen 5 3600,42.7,8,16,2.15,82.7,8,28.7,2.3,sda,256,256,158.8,97.2,62,Dell,U2419H,Microsoft,MX Master 3,Microsoft,Ergonomic
3393,2025-11-06 08:00:00,host2,192.168.175.144,bob,AMD Ryzen 5 3600,37.2,4,12,3.13,58.2,16,16.9,2.7,nvme0n1,1024,1024,85.2,938.8,8.3,Samsung,U2419H,Razer,IntelliMouse,Logitech,K70
3394,2025-11-06 08:15:00,host2,192.168.252.237,alice,AMD Ryzen 5 3600,36.2,8,12,3.96,14.5,64,21.2,13.6,sdb,256,256,202.2,53.8,79,LG,27UK850,Logitech,IntelliMouse,Microsoft,K380
3395,2025-11-06 08:30:00,host2,192.168.125.209,dave,AMD Ryzen 5 3600,42.2,4,12,2.88,91.7,8,13.8,1.1,nvme0n1,256,256,67.7,188.3,26.4,Dell,27UK850,Razer,IntelliMouse,Microsoft,K380
3396,2025-11-06 08:45:00,host2,192.168.81.217,carol,AMD Ryzen 5 3600,77.7,8,16,3.64,81.8,8,70,5.6,nvme0n1,1024,1024,155.9,868.1,15.2,Samsung,27UK850,Razer,DeathAdder,Microsoft,K70
3397,2025-11-06 09:00:00,host2,192.168.109.118,eve,AMD Ryzen 7 3700X,70.5,6,8,3.92,75.7,16,11.2,1.8,nvme0n1,256,256,21.8,234.2,8.5,LG,27UK850,Microsoft,IntelliMouse,Microsoft,K70
3398,2025-11-06 09:15:00,host2,192.168.25.163,frank,AMD Ryzen 5 3600,64.2,4,12,2.53,75.2,16,18.8,3,sdb,1024,1024,382,642,37.3,Samsung,S24R650,Microsoft,MX Master 3,Corsair,Ergonomic
3399,2025-11-06 09:30:00,host2,192.168.139.31,eve,Intel i5-10400,57.1,8,8,2.77,78.7,64,60.6,38.8,sda,512,512,150.4,361.6,29.4,LG,27UK850,Razer,IntelliMouse,Microsoft,K70
3400,2025-11-06 09:45:00,host2,192.168.118.5,ivan,AMD Ryzen 5 3600,68.8,6,16,3.7,80.4,32,57.5,18.4,sdb,2048,2048,564.4,1483.6,27.6,Dell,U2419H,Razer,MX Master 3,Corsair,Ergonomic
3401,2025-11-06 10:00:00,host2,192.168.7.185,ivan,AMD Ryzen 7 3700X,58.6,4,16,3.09,62.1,8,46.2,3.7,sda,1024,1024,742.9,281.1,72.5,Dell,27UK850,Razer,DeathAdder,Corsair,K70
3402,2025-11-06 10:15:00,host2,192.168.67.58,heidi,AMD Ryzen 5 3600,62.6,6,8,2.85,10,16,61.3,9.8,nvme0n1,256,256,74.8,181.2,29.2,LG,S24R650,Razer,IntelliMouse,Logitech,K380
3403,2025-11-06 10:30:00,host2,192.168.67.188,eve,AMD Ryzen 5 3600,68,6,16,2.54,30.9,64,17.8,11.4,sda,512,512,350.9,161.1,68.5,LG,U2419H,Razer,MX Master 3,Microsoft,K380
3404,2025-11-06 10:45:00,host2,192.168.65.212,frank,AMD Ryzen 5 3600,79.1,4,8,3.3,53.9,32,90.6,29,sdb,512,512,313,199,61.1,Samsung,S24R650,Razer,DeathAdder,Microsoft,K70
3405,2025-11-06 11:00:00,host2,192.168.45.55,grace,Intel i5-10400,30.3,8,12,3.51,14.9,64,2,1.3,nvme0n1,1024,1024,165,859,16.1,LG,27UK850,Razer,IntelliMouse,Logitech,K380
3406,2025-11-06 11:15:00,host2,192.168.132.88,grace,Intel i5-10400,57.3,4,12,3.61,63.5,32,57.5,18.4,nvme0n1,512,512,213.2,298.8,41.6,Dell,U2419H,Microsoft,IntelliMouse,Microsoft,Ergonomic
3407,2025-11-06 11:30:00,host2,192.168.30.129,bob,AMD Ryzen 5 3600,35,6,8,2.51,35.6,16,88.1,14.1,sdb,512,512,197.9,314.1,38.7,Dell,27UK850,Logitech,MX Master 3,Logitech,K70
3408,2025-11-06 11:45:00,host2,192.168.32.101,judy,AMD Ryzen 7 3700X,32.5,4,8,2.76,27.5,16,55,8.8,sda,2048,2048,966.3,1081.7,47.2,LG,S24R650,Razer,IntelliMouse,Logitech,Ergonomic
3409,2025-11-06 12:00:00,host2,192.168.97.110,frank,Intel i7-10700,78.1,6,8,2.85,23.9,64,37.2,23.8,nvme0n1,2048,2048,1430.5,617.5,69.8,LG,S24R650,Microsoft,DeathAdder,Microsoft,K70
3410,2025-11-06 12:15:00,host2,192.168.177.159,carol,AMD Ryzen 7 3700X,84.6,8,12,3.52,52.5,8,31.2,2.5,sda,256,256,68.8,187.2,26.9,Samsung,U2419H,Logitech,DeathAdder,Corsair,K380
3411,2025-11-06 12:30:00,host2,192.168.169.119,heidi,AMD Ryzen 7 3700X,41.8,6,16,3.22,92.1,64,89.7,57.4,sdb,2048,2048,1498.3,549.7,73.2,Dell,U2419H,Logitech,DeathAdder,Microsoft,Ergonomic
3412,2025-11-06 12:45:00,host2,192.168.97.166,alice,AMD Ryzen 5 3600,53,4,8,3.83,54.5,64,84.8,54.3,sda,1024,1024,122.2,901.8,11.9,LG,S24R650,Microsoft,IntelliMouse,Microsoft,Ergonomic
3413,2025-11-06 13:00:00,host2,192.168.51.202,grace,Intel i7-10700,74.7,8,8,2.21,77.9,8,55,4.4,nvme0n1,256,256,60.1,195.9,23.5,Samsung,U2419H,Razer,MX Master 3,Logitech,K70
3414,2025-11-06 13:15:00,host2,192.168.100.148,heidi,AMD Ryzen 7 3700X,77.5,8,16,2.42,12,8,13.8,1.1,nvme0n1,2048,2048,365.1,1682.9,17.8,Samsung,U2419H,Logitech,IntelliMouse,Corsair,K70
3415,2025-11-06 13:30:00,host2,192.168.254.183,dave,AMD Ryzen 7 3700X,80.4,8,16,2.99,41.5,32,9.1,2.9,sda,512,512,94.9,417.1,18.5,LG,S24R650,Microsoft,IntelliMouse,Corsair,Ergonomic
3416,2025-11-06 13:45:00,host2,192.168.170.222,judy,Intel i7-10700,75,8,12,3.38,84.7,64,26.4,16.9,sdb,256,256,182.1,73.9,71.1,Samsung,S24R650,Razer,DeathAdder,Logitech,K380
3417,2025-11-06 14:00:00,host2,192.168.251.174,judy,Intel i7-10700,70.6,4,16,2.95,82.1,32,69.1,22.1,sda,2048,2048,70.5,1977.5,3.4,LG,S24R650,Microsoft,DeathAdder,Microsoft,Ergonomic
3418,2025-11-06 14:15:00,host2,192.168.21.215,alice,AMD Ryzen 7 3700X,39.5,6,8,3.09,14.4,32,89.7,28.7,nvme0n1,1024,1024,449.2,574.8,43.9,LG,27UK850,Microsoft,MX Master 3,Corsair,Ergonomic
3419,2025-11-06 14:30:00,host2,192.168.156.201,grace,Intel i7-10700,30.7,6,12,2.16,52.2,16,71.9,11.5,sdb,2048,2048,1744.1,303.9,85.2,Dell,27UK850,Microsoft,DeathAdder,Logitech,K70
3420,2025-11-06 14:45:00,host2,192.168.81.32,alice,Intel i5-10400,31.7,6,12,3.1,87.6,64,97.8,62.6,sda,512,512,305.2,206.8,59.6,LG,27UK850,Microsoft,IntelliMouse,Corsair,K380
3421,2025-11-06 15:00:00,host2,192.168.252.74,judy,Intel i5-10400,50.5,6,8,2.54,56.4,8,70,5.6,sdb,256,256,224.4,31.6,87.7,LG,U2419H,Logitech,MX Master 3,Logitech,K380
3422,2025-11-06 15:15:00,host2,192.168.205.65,carol,Intel i5-10400,40.2,8,16,4,64.6,8,92.5,7.4,nvme0n1,1024,1024,732.7,291.3,71.6,LG,U2419H,Logitech,MX Master 3,Logitech,K380
3423,2025-11-06 15:30:00,host2,192.168.145.107,dave,Intel i7-10700,31.8,8,12,3.15,28.8,16,78.1,12.5,nvme0n1,2048,2048,1953.2,94.8,95.4,Samsung,S24R650,Logitech,IntelliMouse,Corsair,K380
3424,2025-11-06 15:45:00,host2,192.168.50.121,alice,AMD Ryzen 5 3600,66.6,8,16,3.83,85,8,58.8,4.7,nvme0n1,2048,2048,94,1954,4.6,LG,U2419H,Razer,MX Master 3,Microsoft,K380
3425,2025-11-06 16:00:00,host2,192.168.165.108,carol,Intel i5-10400,76.2,8,8,2.79,8,16,42.5,6.8,sda,512,512,60.3,451.7,11.8,Samsung,S24R650,Microsoft,MX Master 3,Microsoft,K380
3426,2025-11-06 16:15:00,host2,192.168.8.10,heidi,Intel i5-10400,66.7,6,16,3.77,83.9,16,80.6,12.9,sdb,1024,1024,151.5,872.5,14.8,Dell,U2419H,Logitech,IntelliMouse,Logitech,K70
3427,2025-11-06 16:30:00,host2,192.168.110.41,bob,Intel i5-10400,61.8,4,16,3.48,89.8,64,43.3,27.7,sdb,1024,1024,334.4,689.6,32.7,LG,U2419H,Microsoft,MX Master 3,Microsoft,K70
3428,2025-11-06 16:45:00,host2,192.168.138.252,alice,AMD Ryzen 7 3700X,38.2,6,16,3.18,35.7,8,31.2,2.5,nvme0n1,2048,2048,642.6,1405.4,31.4,LG,U2419H,Logitech,IntelliMouse,Microsoft,K70
3429,2025-11-06 17:00:00,host2,192.168.240.243,ivan,AMD Ryzen 7 3700X,75.7,8,8,2.07,7.4,8,50,4,sda,2048,2048,953.7,1094.3,46.6,LG,U2419H,Logitech,IntelliMouse,Logitech,Ergonomic
3430,2025-11-06 17:15:00,host2,192.168.22.51,alice,AMD Ryzen 7 3700X,35.5,8,16,3.43,61.9,8,87.5,7,nvme0n1,2048,2048,697.5,1350.5,34.1,Dell,27UK850,Logitech,DeathAdder,Corsair,K70
3431,2025-11-06 17:30:00,host2,192.168.120.187,eve,AMD Ryzen 5 3600,83.2,6,16,2.69,25.6,32,61.6,19.7,sdb,2048,2048,719.3,1328.7,35.1,Dell,S24R650,Microsoft,IntelliMouse,Logitech,K380
3432,2025-11-06 17:45:00,host2,192.168.67.8,eve,Intel i7-10700,38.1,4,12,3.03,19.6,16,41.2,6.6,sda,256,256,125.7,130.3,49.1,Dell,U2419H,Microsoft,MX Master 3,Corsair,K70
3433,2025-11-06 18:00:00,host2,192.168.140.90,dave,AMD Ryzen 7 3700X,71,4,16,2.62,55.7,32,45.3,14.5,sdb,256,256,207,49,80.9,LG,U2419H,Microsoft,DeathAdder,Logitech,K380
3434,2025-11-06 18:15:00,host2,192.168.205.3,frank,Intel i7-10700,64,6,8,2.99,24.2,32,36.6,11.7,nvme0n1,512,512,276,236,53.9,LG,U2419H,Logitech,DeathAdder,Corsair,K70
3435,2025-11-06 18:30:00,host2,192.168.45.218,judy,Intel i7-10700,75.3,8,16,2.71,26.6,8,58.8,4.7,nvme0n1,256,256,20.1,235.9,7.9,Samsung,27UK850,Razer,IntelliMouse,Microsoft,K380
3436,2025-11-06 18:45:00,host2,192.168.130.238,bob,Intel i5-10400,83.4,6,12,3.62,52.1,32,88.4,28.3,sdb,512,512,299.6,212.4,58.5,LG,U2419H,Microsoft,DeathAdder,Microsoft,K380
3437,2025-11-06 19:00:00,host2,192.168.133.246,bob,AMD Ryzen 5 3600,36.8,6,16,3.85,70.9,16,57.5,9.2,nvme0n1,512,512,183.3,328.7,35.8,Dell,U2419H,Microsoft,DeathAdder,Microsoft,Ergonomic
3438,2025-11-06 19:15:00,host2,192.168.205.39,dave,AMD Ryzen 5 3600,59.2,8,16,3.11,46.1,64,83.8,53.6,nvme0n1,1024,1024,8.3,1015.7,0.8,Dell,S24R650,Logitech,DeathAdder,Microsoft,K70
3439,2025-11-06 19:30:00,host2,192.168.209.35,heidi,Intel i5-10400,73.9,4,8,2.34,52.4,64,63.7,40.8,sdb,1024,1024,1015.4,8.60000000000002,99.2,Samsung,S24R650,Razer,MX Master 3,Corsair,K380
3440,2025-11-06 19:45:00,host2,192.168.165.110,heidi,Intel i5-10400,58.9,6,16,2.22,21.7,64,86.2,55.2,nvme0n1,1024,1024,399.6,624.4,39,Dell,U2419H,Microsoft,IntelliMouse,Logitech,Ergonomic
3441,2025-11-06 20:00:00,host2,192.168.101.83,carol,AMD Ryzen 7 3700X,68.4,4,16,2.75,9.9,16,6.2,1,sdb,2048,2048,1040.4,1007.6,50.8,Dell,S24R650,Razer,IntelliMouse,Microsoft,Ergonomic
3442,2025-11-06 20:15:00,host2,192.168.251.183,eve,AMD Ryzen 7 3700X,60.8,4,8,2.33,52.5,64,99.7,63.8,sdb,512,512,307.4,204.6,60,Samsung,27UK850,Razer,MX Master 3,Corsair,K70
3443,2025-11-06 20:30:00,host2,192.168.22.57,grace,Intel i7-10700,52.5,6,8,2.81,36.1,32,33.8,10.8,nvme0n1,256,256,146.9,109.1,57.4,LG,S24R650,Microsoft,MX Master 3,Logitech,K380
3444,2025-11-06 20:45:00,host2,192.168.49.172,frank,Intel i5-10400,79.8,8,12,2.92,60.5,32,82.8,26.5,nvme0n1,2048,2048,1617.8,430.2,79,Samsung,S24R650,Microsoft,IntelliMouse,Corsair,K380
3445,2025-11-06 21:00:00,host2,192.168.131.75,ivan,Intel i7-10700,39.6,8,12,3.14,67,8,87.5,7,sda,2048,2048,1866.8,181.2,91.2,Dell,S24R650,Logitech,MX Master 3,Microsoft,K70
3446,2025-11-06 21:15:00,host2,192.168.158.157,heidi,Intel i7-10700,41.3,4,16,2.46,55.9,32,95.6,30.6,sdb,1024,1024,388.8,635.2,38,Samsung,U2419H,Microsoft,MX Master 3,Corsair,K70
3447,2025-11-06 21:30:00,host2,192.168.79.155,frank,AMD Ryzen 7 3700X,75.9,4,16,3.27,23.1,64,18.6,11.9,nvme0n1,2048,2048,1241.9,806.1,60.6,LG,27UK850,Razer,MX Master 3,Logitech,K380
3448,2025-11-06 21:45:00,host2,192.168.84.217,grace,AMD Ryzen 7 3700X,61.8,6,12,2.28,20.7,8,30,2.4,sda,1024,1024,362.9,661.1,35.4,Dell,S24R650,Microsoft,DeathAdder,Microsoft,K380
3449,2025-11-06 22:00:00,host2,192.168.55.253,grace,AMD Ryzen 5 3600,67.8,8,16,2.67,83.3,8,50,4,sda,512,512,159.1,352.9,31.1,Dell,27UK850,Microsoft,DeathAdder,Microsoft,Ergonomic
3450,2025-11-06 22:15:00,host2,192.168.98.171,ivan,Intel i5-10400,36.6,6,16,2.3,23.2,16,11.2,1.8,nvme0n1,256,256,244,12,95.3,Samsung,S24R650,Microsoft,DeathAdder,Logitech,Ergonomic
3451,2025-11-06 22:30:00,host2,192.168.199.231,bob,Intel i7-10700,74.5,4,12,3.6,45.9,16,59.4,9.5,nvme0n1,2048,2048,1333.3,714.7,65.1,Samsung,U2419H,Microsoft,IntelliMouse,Microsoft,Ergonomic
3452,2025-11-06 22:45:00,host2,192.168.49.136,bob,AMD Ryzen 5 3600,56.9,8,8,2.25,40.4,8,37.5,3,nvme0n1,512,512,371.6,140.4,72.6,Dell,U2419H,Razer,DeathAdder,Logitech,Ergonomic
3453,2025-11-06 23:00:00,host2,192.168.168.110,grace,Intel i5-10400,66.7,4,16,2.11,60.1,8,65,5.2,sda,1024,1024,16.5,1007.5,1.6,LG,U2419H,Logitech,MX Master 3,Microsoft,Ergonomic
3454,2025-11-06 23:15:00,host2,192.168.150.67,carol,AMD Ryzen 5 3600,36.6,6,8,3.76,49.4,32,17.2,5.5,sda,1024,1024,42.6,981.4,4.2,Samsung,S24R650,Razer,IntelliMouse,Corsair,Ergonomic
3455,2025-11-06 23:30:00,host2,192.168.115.199,judy,Intel i7-10700,60.8,4,16,2.46,51.4,32,5.9,1.9,sdb,1024,1024,167.2,856.8,16.3,Dell,S24R650,Razer,MX Master 3,Corsair,K70
3456,2025-11-06 23:45:00,host2,192.168.225.231,heidi,Intel i7-10700,72.8,6,12,2.16,56.3,32,14.4,4.6,sda,512,512,315.9,196.1,61.7,Dell,27UK850,Logitech,MX Master 3,Corsair,K70
3457,2025-11-07 00:00:00,host2,192.168.135.204,alice,AMD Ryzen 5 3600,73.1,8,12,2.98,54,32,48.8,15.6,nvme0n1,2048,2048,1669.7,378.3,81.5,Dell,27UK850,Logitech,DeathAdder,Corsair,Ergonomic
3458,2025-11-07 00:15:00,host2,192.168.249.75,ivan,AMD Ryzen 5 3600,81.6,8,12,2.99,19.8,8,85,6.8,sdb,256,256,112.6,143.4,44,Samsung,27UK850,Razer,IntelliMouse,Logitech,K70
3459,2025-11-07 00:30:00,host2,192.168.212.70,carol,Intel i5-10400,65.1,4,8,2.76,34,32,49.1,15.7,sda,2048,2048,134.1,1913.9,6.5,Dell,27UK850,Microsoft,DeathAdder,Microsoft,Ergonomic
3460,2025-11-07 00:45:00,host2,192.168.1.53,heidi,Intel i7-10700,37.9,6,8,3.88,66,8,58.8,4.7,sdb,512,512,167.6,344.4,32.7,Samsung,S24R650,Microsoft,MX Master 3,Corsair,K70
3461,2025-11-07 01:00:00,host2,192.168.44.11,judy,Intel i5-10400,31.1,6,16,2.59,55.2,16,78.8,12.6,sdb,1024,1024,210.2,813.8,20.5,Samsung,U2419H,Microsoft,DeathAdder,Microsoft,K70
3462,2025-11-07 01:15:00,host2,192.168.130.197,frank,AMD Ryzen 5 3600,66.1,6,8,2.19,32.3,32,41.9,13.4,sda,1024,1024,35.3,988.7,3.4,Dell,U2419H,Razer,DeathAdder,Microsoft,K70
3463,2025-11-07 01:30:00,host2,192.168.113.48,heidi,Intel i7-10700,44.9,6,12,3.37,40.7,16,30.6,4.9,sda,512,512,278.5,233.5,54.4,Dell,27UK850,Microsoft,DeathAdder,Microsoft,K380
3464,2025-11-07 01:45:00,host2,192.168.131.177,carol,Intel i5-10400,33.4,4,8,2.96,56.6,64,64.2,41.1,sda,2048,2048,1762.6,285.4,86.1,Dell,27UK850,Microsoft,DeathAdder,Logitech,K380
3465,2025-11-07 02:00:00,host2,192.168.73.79,frank,AMD Ryzen 7 3700X,75.6,8,12,3.11,80.3,16,57.5,9.2,sdb,256,256,32.2,223.8,12.6,Dell,S24R650,Microsoft,MX Master 3,Logitech,K380
3466,2025-11-07 02:15:00,host2,192.168.174.71,frank,AMD Ryzen 7 3700X,60,6,12,3.93,12.4,8,61.3,4.9,nvme0n1,256,256,223.3,32.7,87.2,Dell,27UK850,Logitech,IntelliMouse,Logitech,K70
3467,2025-11-07 02:30:00,host2,192.168.6.43,heidi,Intel i7-10700,43.7,4,16,3.67,85.5,32,55.6,17.8,sdb,512,512,307.5,204.5,60.1,Samsung,S24R650,Microsoft,IntelliMouse,Logitech,Ergonomic
3468,2025-11-07 02:45:00,host2,192.168.199.123,alice,AMD Ryzen 7 3700X,45.2,6,12,2.83,13,8,40,3.2,nvme0n1,2048,2048,453.2,1594.8,22.1,LG,U2419H,Logitech,DeathAdder,Corsair,K70
3469,2025-11-07 03:00:00,host2,192.168.245.132,alice,Intel i7-10700,50.8,8,8,2.86,62.5,64,44.5,28.5,sda,256,256,49.4,206.6,19.3,Samsung,U2419H,Microsoft,DeathAdder,Corsair,K70
3470,2025-11-07 03:15:00,host2,192.168.110.116,frank,Intel i5-10400,43.8,4,12,2.88,67.8,16,39.4,6.3,sdb,2048,2048,1927.7,120.3,94.1,LG,U2419H,Microsoft,MX Master 3,Logitech,K380
3471,2025-11-07 03:30:00,host2,192.168.49.53,ivan,Intel i7-10700,44.4,6,16,2.67,71.9,16,92.5,14.8,sdb,2048,2048,1246.3,801.7,60.9,Dell,27UK850,Microsoft,DeathAdder,Logitech,K70
3472,2025-11-07 03:45:00,host2,192.168.112.188,alice,AMD Ryzen 7 3700X,35.1,4,12,2.63,83.6,32,31.2,10,nvme0n1,256,256,218.7,37.3,85.4,Dell,S24R650,Razer,DeathAdder,Corsair,K380
3473,2025-11-07 04:00:00,host2,192.168.202.62,heidi,AMD Ryzen 5 3600,31.5,4,16,2.46,57.4,8,95,7.6,nvme0n1,256,256,110.6,145.4,43.2,LG,S24R650,Logitech,IntelliMouse,Corsair,Ergonomic
3474,2025-11-07 04:15:00,host2,192.168.226.252,heidi,Intel i5-10400,83.7,6,16,2.82,5.9,32,33.4,10.7,sdb,1024,1024,154.6,869.4,15.1,Dell,U2419H,Microsoft,IntelliMouse,Logitech,K70
3475,2025-11-07 04:30:00,host2,192.168.251.177,alice,Intel i5-10400,58.5,4,8,3.9,78,16,51.2,8.2,nvme0n1,256,256,239,17,93.4,LG,S24R650,Razer,IntelliMouse,Corsair,Ergonomic
3476,2025-11-07 04:45:00,host2,192.168.79.153,dave,Intel i7-10700,66.2,8,12,3.23,82.2,16,18.1,2.9,sda,2048,2048,908.9,1139.1,44.4,Samsung,U2419H,Microsoft,MX Master 3,Microsoft,K380
3477,2025-11-07 05:00:00,host2,192.168.113.34,alice,Intel i5-10400,77.3,4,16,2.52,91,32,87.5,28,nvme0n1,2048,2048,1912.9,135.1,93.4,LG,U2419H,Microsoft,IntelliMouse,Corsair,K380
3478,2025-11-07 05:15:00,host2,192.168.205.226,eve,AMD Ryzen 7 3700X,64.8,4,12,2.15,55.8,8,65,5.2,sda,2048,2048,949.5,1098.5,46.4,Samsung,U2419H,Razer,MX Master 3,Microsoft,Ergonomic
3479,2025-11-07 05:30:00,host2,192.168.32.193,alice,Intel i5-10400,66,4,12,2.3,29.5,8,35,2.8,nvme0n1,2048,2048,1884.4,163.6,92,Samsung,U2419H,Microsoft,MX Master 3,Logitech,Ergonomic
3480,2025-11-07 05:45:00,host2,192.168.161.38,frank,AMD Ryzen 7 3700X,72.3,6,16,3.2,79.3,64,20.3,13,sda,256,256,171.5,84.5,67,LG,S24R650,Microsoft,IntelliMouse,Corsair,K380
3481,2025-11-07 06:00:00,host2,192.168.202.99,frank,Intel i5-10400,83.6,6,8,3.26,92.8,8,82.5,6.6,sda,256,256,55.2,200.8,21.6,Samsung,27UK850,Logitech,MX Master 3,Logitech,Ergonomic
3482,2025-11-07 06:15:00,host2,192.168.81.40,ivan,AMD Ryzen 7 3700X,42.1,8,8,3.13,63.3,64,83.1,53.2,nvme0n1,2048,2048,870.9,1177.1,42.5,LG,U2419H,Microsoft,MX Master 3,Logitech,K70
3483,2025-11-07 06:30:00,host2,192.168.88.73,frank,AMD Ryzen 7 3700X,67.6,6,8,2.88,21.5,8,50,4,sda,256,256,15.2,240.8,5.9,Samsung,27UK850,Logitech,DeathAdder,Microsoft,K380
3484,2025-11-07 06:45:00,host2,192.168.159.252,judy,AMD Ryzen 7 3700X,53.6,8,8,3.2,8.6,16,75,12,sda,2048,2048,918.5,1129.5,44.8,LG,S24R650,Microsoft,MX Master 3,Logitech,K70
3485,2025-11-07 07:00:00,host2,192.168.57.73,frank,Intel i5-10400,62.2,4,12,2.63,68.3,32,5,1.6,nvme0n1,1024,1024,237.1,786.9,23.2,Dell,27UK850,Microsoft,MX Master 3,Logitech,K380
3486,2025-11-07 07:15:00,host2,192.168.201.86,frank,Intel i5-10400,63.2,6,16,3.36,25.1,32,70.6,22.6,sda,256,256,62.2,193.8,24.3,LG,U2419H,Logitech,IntelliMouse,Corsair,K70
3487,2025-11-07 07:30:00,host2,192.168.228.189,frank,Intel i5-10400,68.6,6,8,2.63,10.2,8,43.8,3.5,sda,512,512,340.9,171.1,66.6,Dell,U2419H,Razer,IntelliMouse,Microsoft,Ergonomic
3488,2025-11-07 07:45:00,host2,192.168.127.168,dave,Intel i5-10400,42.4,8,16,3.01,66.2,64,54.5,34.9,sda,1024,1024,101.4,922.6,9.9,Samsung,S24R650,Razer,DeathAdder,Microsoft,K70
3489,2025-11-07 08:00:00,host2,192.168.117.164,alice,Intel i7-10700,65,6,16,2.86,30.6,8,25,2,nvme0n1,512,512,19.3,492.7,3.8,LG,U2419H,Microsoft,DeathAdder,Logitech,K380
3490,2025-11-07 08:15:00,host2,192.168.163.47,alice,Intel i7-10700,32.5,4,16,2.84,23.5,8,58.8,4.7,sda,1024,1024,550.6,473.4,53.8,LG,U2419H,Razer,MX Master 3,Logitech,K70
3491,2025-11-07 08:30:00,host2,192.168.241.32,frank,Intel i7-10700,56.4,4,16,3.14,5.8,16,12.5,2,nvme0n1,512,512,483.4,28.6,94.4,Samsung,27UK850,Razer,DeathAdder,Logitech,K70
3492,2025-11-07 08:45:00,host2,192.168.153.36,alice,Intel i7-10700,41.7,8,12,2.1,80.7,64,96.6,61.8,nvme0n1,1024,1024,702.8,321.2,68.6,LG,S24R650,Logitech,IntelliMouse,Microsoft,K380
3493,2025-11-07 09:00:00,host2,192.168.254.31,grace,Intel i5-10400,60,8,16,2.97,66.2,8,28.7,2.3,sda,256,256,105.3,150.7,41.1,LG,S24R650,Logitech,DeathAdder,Logitech,Ergonomic
